cohort	condition_value	condition_label	bin_left_log10	bin_right_log10	count	n_total
time	20.0	20 min	2.619671530103557	2.6396609343004456	10	1505
time	20.0	20 min	2.6396609343004456	2.6596503384973342	11	1505
time	20.0	20 min	2.6596503384973342	2.6796397426942233	11	1505
time	20.0	20 min	2.6796397426942233	2.6996291468911124	9	1505
time	20.0	20 min	2.6996291468911124	2.7196185510880015	9	1505
time	20.0	20 min	2.7196185510880015	2.73960795528489	6	1505
time	20.0	20 min	2.73960795528489	2.759597359481779	6	1505
time	20.0	20 min	2.759597359481779	2.779586763678668	5	1505
time	20.0	20 min	2.779586763678668	2.799576167875557	6	1505
time	20.0	20 min	2.799576167875557	2.8195655720724457	6	1505
time	20.0	20 min	2.8195655720724457	2.839554976269335	7	1505
time	20.0	20 min	2.839554976269335	2.8595443804662235	5	1505
time	20.0	20 min	2.8595443804662235	2.8795337846631126	4	1505
time	20.0	20 min	2.8795337846631126	2.8995231888600017	4	1505
time	20.0	20 min	2.8995231888600017	2.9195125930568904	6	1505
time	20.0	20 min	2.9195125930568904	2.9395019972537795	6	1505
time	20.0	20 min	2.9395019972537795	2.959491401450668	10	1505
time	20.0	20 min	2.959491401450668	2.9794808056475572	6	1505
time	20.0	20 min	2.9794808056475572	2.9994702098444463	3	1505
time	20.0	20 min	2.9994702098444463	3.0194596140413354	5	1505
time	20.0	20 min	3.0194596140413354	3.039449018238224	3	1505
time	20.0	20 min	3.039449018238224	3.0594384224351128	5	1505
time	20.0	20 min	3.0594384224351128	3.079427826632002	2	1505
time	20.0	20 min	3.079427826632002	3.099417230828891	8	1505
time	20.0	20 min	3.099417230828891	3.1194066350257796	2	1505
time	20.0	20 min	3.1194066350257796	3.1393960392226687	2	1505
time	20.0	20 min	3.1393960392226687	3.1593854434195574	4	1505
time	20.0	20 min	3.1593854434195574	3.1793748476164465	2	1505
time	20.0	20 min	3.1793748476164465	3.1993642518133356	2	1505
time	20.0	20 min	3.1993642518133356	3.2193536560102243	6	1505
time	20.0	20 min	3.2193536560102243	3.2393430602071134	1	1505
time	20.0	20 min	3.2393430602071134	3.259332464404002	3	1505
time	20.0	20 min	3.259332464404002	3.279321868600891	4	1505
time	20.0	20 min	3.279321868600891	3.2993112727977802	1	1505
time	20.0	20 min	3.2993112727977802	3.319300676994669	4	1505
time	20.0	20 min	3.319300676994669	3.339290081191558	5	1505
time	20.0	20 min	3.339290081191558	3.3592794853884467	3	1505
time	20.0	20 min	3.3592794853884467	3.3792688895853358	4	1505
time	20.0	20 min	3.3792688895853358	3.399258293782225	2	1505
time	20.0	20 min	3.399258293782225	3.4192476979791135	3	1505
time	20.0	20 min	3.4192476979791135	3.4392371021760026	0	1505
time	20.0	20 min	3.4392371021760026	3.4592265063728913	4	1505
time	20.0	20 min	3.4592265063728913	3.4792159105697804	1	1505
time	20.0	20 min	3.4792159105697804	3.4992053147666695	2	1505
time	20.0	20 min	3.4992053147666695	3.519194718963558	0	1505
time	20.0	20 min	3.519194718963558	3.539184123160447	0	1505
time	20.0	20 min	3.539184123160447	3.559173527357336	3	1505
time	20.0	20 min	3.559173527357336	3.579162931554225	1	1505
time	20.0	20 min	3.579162931554225	3.599152335751114	3	1505
time	20.0	20 min	3.599152335751114	3.619141739948003	4	1505
time	20.0	20 min	3.619141739948003	3.6391311441448915	1	1505
time	20.0	20 min	3.6391311441448915	3.6591205483417806	0	1505
time	20.0	20 min	3.6591205483417806	3.6791099525386697	2	1505
time	20.0	20 min	3.6791099525386697	3.699099356735559	0	1505
time	20.0	20 min	3.699099356735559	3.7190887609324474	3	1505
time	20.0	20 min	3.7190887609324474	3.739078165129336	5	1505
time	20.0	20 min	3.739078165129336	3.759067569326225	5	1505
time	20.0	20 min	3.759067569326225	3.7790569735231143	7	1505
time	20.0	20 min	3.7790569735231143	3.7990463777200034	2	1505
time	20.0	20 min	3.7990463777200034	3.819035781916892	6	1505
time	20.0	20 min	3.819035781916892	3.8390251861137807	1	1505
time	20.0	20 min	3.8390251861137807	3.85901459031067	3	1505
time	20.0	20 min	3.85901459031067	3.879003994507559	3	1505
time	20.0	20 min	3.879003994507559	3.898993398704448	3	1505
time	20.0	20 min	3.898993398704448	3.9189828029013367	5	1505
time	20.0	20 min	3.9189828029013367	3.9389722070982254	6	1505
time	20.0	20 min	3.9389722070982254	3.9589616112951145	4	1505
time	20.0	20 min	3.9589616112951145	3.9789510154920036	1	1505
time	20.0	20 min	3.9789510154920036	3.9989404196888922	3	1505
time	25.0	25 min	2.0	2.019989404196889	112	1190
time	25.0	25 min	2.019989404196889	2.0399788083937778	105	1190
time	25.0	25 min	2.0399788083937778	2.059968212590667	85	1190
time	25.0	25 min	2.059968212590667	2.0799576167875555	78	1190
time	25.0	25 min	2.0799576167875555	2.0999470209844446	50	1190
time	25.0	25 min	2.0999470209844446	2.1199364251813337	60	1190
time	25.0	25 min	2.1199364251813337	2.1399258293782224	64	1190
time	25.0	25 min	2.1399258293782224	2.1599152335751115	46	1190
time	25.0	25 min	2.1599152335751115	2.179904637772	44	1190
time	25.0	25 min	2.179904637772	2.1998940419688893	40	1190
time	25.0	25 min	2.1998940419688893	2.2198834461657784	45	1190
time	25.0	25 min	2.2198834461657784	2.239872850362667	23	1190
time	25.0	25 min	2.239872850362667	2.259862254559556	26	1190
time	25.0	25 min	2.259862254559556	2.279851658756445	28	1190
time	25.0	25 min	2.279851658756445	2.299841062953334	26	1190
time	25.0	25 min	2.299841062953334	2.319830467150223	19	1190
time	25.0	25 min	2.319830467150223	2.3398198713471117	13	1190
time	25.0	25 min	2.3398198713471117	2.3598092755440008	11	1190
time	25.0	25 min	2.3598092755440008	2.3797986797408894	8	1190
time	25.0	25 min	2.3797986797408894	2.3997880839377785	17	1190
time	25.0	25 min	2.3997880839377785	2.4197774881346676	9	1190
time	25.0	25 min	2.4197774881346676	2.4397668923315563	14	1190
time	25.0	25 min	2.4397668923315563	2.4597562965284454	9	1190
time	25.0	25 min	2.4597562965284454	2.479745700725334	12	1190
time	25.0	25 min	2.479745700725334	2.499735104922223	7	1190
time	25.0	25 min	2.499735104922223	2.5197245091191123	12	1190
time	25.0	25 min	2.5197245091191123	2.539713913316001	6	1190
time	25.0	25 min	2.539713913316001	2.5597033175128896	9	1190
time	25.0	25 min	2.5597033175128896	2.5796927217097787	5	1190
time	25.0	25 min	2.5796927217097787	2.599682125906668	8	1190
time	25.0	25 min	2.599682125906668	2.619671530103557	3	1190
time	25.0	25 min	2.619671530103557	2.6396609343004456	3	1190
time	25.0	25 min	2.6396609343004456	2.6596503384973342	5	1190
time	25.0	25 min	2.6596503384973342	2.6796397426942233	6	1190
time	25.0	25 min	2.6796397426942233	2.6996291468911124	2	1190
time	25.0	25 min	2.6996291468911124	2.7196185510880015	2	1190
time	25.0	25 min	2.7196185510880015	2.73960795528489	4	1190
time	25.0	25 min	2.73960795528489	2.759597359481779	4	1190
time	25.0	25 min	2.759597359481779	2.779586763678668	3	1190
time	25.0	25 min	2.779586763678668	2.799576167875557	4	1190
time	25.0	25 min	2.799576167875557	2.8195655720724457	3	1190
time	25.0	25 min	2.8195655720724457	2.839554976269335	2	1190
time	25.0	25 min	2.839554976269335	2.8595443804662235	3	1190
time	25.0	25 min	2.8595443804662235	2.8795337846631126	4	1190
time	25.0	25 min	2.8795337846631126	2.8995231888600017	4	1190
time	25.0	25 min	2.8995231888600017	2.9195125930568904	2	1190
time	25.0	25 min	2.9195125930568904	2.9395019972537795	2	1190
time	25.0	25 min	2.9395019972537795	2.959491401450668	6	1190
time	25.0	25 min	2.959491401450668	2.9794808056475572	5	1190
time	25.0	25 min	2.9794808056475572	2.9994702098444463	2	1190
time	25.0	25 min	2.9994702098444463	3.0194596140413354	1	1190
time	25.0	25 min	3.0194596140413354	3.039449018238224	2	1190
time	25.0	25 min	3.039449018238224	3.0594384224351128	3	1190
time	25.0	25 min	3.0594384224351128	3.079427826632002	1	1190
time	25.0	25 min	3.079427826632002	3.099417230828891	3	1190
time	25.0	25 min	3.099417230828891	3.1194066350257796	2	1190
time	25.0	25 min	3.1194066350257796	3.1393960392226687	2	1190
time	25.0	25 min	3.1393960392226687	3.1593854434195574	2	1190
time	25.0	25 min	3.1593854434195574	3.1793748476164465	1	1190
time	25.0	25 min	3.1793748476164465	3.1993642518133356	3	1190
time	25.0	25 min	3.1993642518133356	3.2193536560102243	1	1190
time	25.0	25 min	3.2193536560102243	3.2393430602071134	0	1190
time	25.0	25 min	3.2393430602071134	3.259332464404002	4	1190
time	25.0	25 min	3.259332464404002	3.279321868600891	2	1190
time	25.0	25 min	3.279321868600891	3.2993112727977802	0	1190
time	25.0	25 min	3.2993112727977802	3.319300676994669	1	1190
time	25.0	25 min	3.319300676994669	3.339290081191558	0	1190
time	25.0	25 min	3.339290081191558	3.3592794853884467	4	1190
time	25.0	25 min	3.3592794853884467	3.3792688895853358	2	1190
time	25.0	25 min	3.3792688895853358	3.399258293782225	3	1190
time	25.0	25 min	3.399258293782225	3.4192476979791135	1	1190
time	25.0	25 min	3.4192476979791135	3.4392371021760026	1	1190
time	25.0	25 min	3.4392371021760026	3.4592265063728913	3	1190
time	25.0	25 min	3.4592265063728913	3.4792159105697804	0	1190
time	25.0	25 min	3.4792159105697804	3.4992053147666695	3	1190
time	25.0	25 min	3.4992053147666695	3.519194718963558	2	1190
time	25.0	25 min	3.519194718963558	3.539184123160447	1	1190
time	25.0	25 min	3.539184123160447	3.559173527357336	1	1190
time	25.0	25 min	3.559173527357336	3.579162931554225	2	1190
time	25.0	25 min	3.579162931554225	3.599152335751114	1	1190
time	25.0	25 min	3.599152335751114	3.619141739948003	0	1190
time	25.0	25 min	3.619141739948003	3.6391311441448915	2	1190
time	25.0	25 min	3.6391311441448915	3.6591205483417806	2	1190
time	25.0	25 min	3.6591205483417806	3.6791099525386697	2	1190
time	25.0	25 min	3.6791099525386697	3.699099356735559	4	1190
time	25.0	25 min	3.699099356735559	3.7190887609324474	5	1190
time	25.0	25 min	3.7190887609324474	3.739078165129336	3	1190
time	25.0	25 min	3.739078165129336	3.759067569326225	6	1190
time	25.0	25 min	3.759067569326225	3.7790569735231143	3	1190
time	25.0	25 min	3.7790569735231143	3.7990463777200034	8	1190
time	25.0	25 min	3.7990463777200034	3.819035781916892	6	1190
time	25.0	25 min	3.819035781916892	3.8390251861137807	1	1190
time	25.0	25 min	3.8390251861137807	3.85901459031067	4	1190
time	25.0	25 min	3.85901459031067	3.879003994507559	5	1190
time	25.0	25 min	3.879003994507559	3.898993398704448	6	1190
time	25.0	25 min	3.898993398704448	3.9189828029013367	4	1190
time	25.0	25 min	3.9189828029013367	3.9389722070982254	5	1190
time	25.0	25 min	3.9389722070982254	3.9589616112951145	4	1190
time	25.0	25 min	3.9589616112951145	3.9789510154920036	0	1190
time	25.0	25 min	3.9789510154920036	3.9989404196888922	2	1190
time	30.0	30 min	2.0	2.019989404196889	160	1640
time	30.0	30 min	2.019989404196889	2.0399788083937778	126	1640
time	30.0	30 min	2.0399788083937778	2.059968212590667	96	1640
time	30.0	30 min	2.059968212590667	2.0799576167875555	106	1640
time	30.0	30 min	2.0799576167875555	2.0999470209844446	70	1640
time	30.0	30 min	2.0999470209844446	2.1199364251813337	71	1640
time	30.0	30 min	2.1199364251813337	2.1399258293782224	69	1640
time	30.0	30 min	2.1399258293782224	2.1599152335751115	38	1640
time	30.0	30 min	2.1599152335751115	2.179904637772	45	1640
time	30.0	30 min	2.179904637772	2.1998940419688893	59	1640
time	30.0	30 min	2.1998940419688893	2.2198834461657784	44	1640
time	30.0	30 min	2.2198834461657784	2.239872850362667	40	1640
time	30.0	30 min	2.239872850362667	2.259862254559556	36	1640
time	30.0	30 min	2.259862254559556	2.279851658756445	34	1640
time	30.0	30 min	2.279851658756445	2.299841062953334	16	1640
time	30.0	30 min	2.299841062953334	2.319830467150223	16	1640
time	30.0	30 min	2.319830467150223	2.3398198713471117	23	1640
time	30.0	30 min	2.3398198713471117	2.3598092755440008	15	1640
time	30.0	30 min	2.3598092755440008	2.3797986797408894	17	1640
time	30.0	30 min	2.3797986797408894	2.3997880839377785	21	1640
time	30.0	30 min	2.3997880839377785	2.4197774881346676	13	1640
time	30.0	30 min	2.4197774881346676	2.4397668923315563	11	1640
time	30.0	30 min	2.4397668923315563	2.4597562965284454	18	1640
time	30.0	30 min	2.4597562965284454	2.479745700725334	9	1640
time	30.0	30 min	2.479745700725334	2.499735104922223	14	1640
time	30.0	30 min	2.499735104922223	2.5197245091191123	10	1640
time	30.0	30 min	2.5197245091191123	2.539713913316001	14	1640
time	30.0	30 min	2.539713913316001	2.5597033175128896	16	1640
time	30.0	30 min	2.5597033175128896	2.5796927217097787	6	1640
time	30.0	30 min	2.5796927217097787	2.599682125906668	12	1640
time	30.0	30 min	2.599682125906668	2.619671530103557	10	1640
time	30.0	30 min	2.619671530103557	2.6396609343004456	12	1640
time	30.0	30 min	2.6396609343004456	2.6596503384973342	5	1640
time	30.0	30 min	2.6596503384973342	2.6796397426942233	7	1640
time	30.0	30 min	2.6796397426942233	2.6996291468911124	10	1640
time	30.0	30 min	2.6996291468911124	2.7196185510880015	8	1640
time	30.0	30 min	2.7196185510880015	2.73960795528489	4	1640
time	30.0	30 min	2.73960795528489	2.759597359481779	9	1640
time	30.0	30 min	2.759597359481779	2.779586763678668	6	1640
time	30.0	30 min	2.779586763678668	2.799576167875557	8	1640
time	30.0	30 min	2.799576167875557	2.8195655720724457	7	1640
time	30.0	30 min	2.8195655720724457	2.839554976269335	7	1640
time	30.0	30 min	2.839554976269335	2.8595443804662235	6	1640
time	30.0	30 min	2.8595443804662235	2.8795337846631126	5	1640
time	30.0	30 min	2.8795337846631126	2.8995231888600017	4	1640
time	30.0	30 min	2.8995231888600017	2.9195125930568904	7	1640
time	30.0	30 min	2.9195125930568904	2.9395019972537795	7	1640
time	30.0	30 min	2.9395019972537795	2.959491401450668	6	1640
time	30.0	30 min	2.959491401450668	2.9794808056475572	8	1640
time	30.0	30 min	2.9794808056475572	2.9994702098444463	8	1640
time	30.0	30 min	2.9994702098444463	3.0194596140413354	8	1640
time	30.0	30 min	3.0194596140413354	3.039449018238224	7	1640
time	30.0	30 min	3.039449018238224	3.0594384224351128	3	1640
time	30.0	30 min	3.0594384224351128	3.079427826632002	4	1640
time	30.0	30 min	3.079427826632002	3.099417230828891	5	1640
time	30.0	30 min	3.099417230828891	3.1194066350257796	3	1640
time	30.0	30 min	3.1194066350257796	3.1393960392226687	5	1640
time	30.0	30 min	3.1393960392226687	3.1593854434195574	6	1640
time	30.0	30 min	3.1593854434195574	3.1793748476164465	3	1640
time	30.0	30 min	3.1793748476164465	3.1993642518133356	6	1640
time	30.0	30 min	3.1993642518133356	3.2193536560102243	3	1640
time	30.0	30 min	3.2193536560102243	3.2393430602071134	3	1640
time	30.0	30 min	3.2393430602071134	3.259332464404002	1	1640
time	30.0	30 min	3.259332464404002	3.279321868600891	9	1640
time	30.0	30 min	3.279321868600891	3.2993112727977802	8	1640
time	30.0	30 min	3.2993112727977802	3.319300676994669	4	1640
time	30.0	30 min	3.319300676994669	3.339290081191558	5	1640
time	30.0	30 min	3.339290081191558	3.3592794853884467	4	1640
time	30.0	30 min	3.3592794853884467	3.3792688895853358	3	1640
time	30.0	30 min	3.3792688895853358	3.399258293782225	0	1640
time	30.0	30 min	3.399258293782225	3.4192476979791135	6	1640
time	30.0	30 min	3.4192476979791135	3.4392371021760026	5	1640
time	30.0	30 min	3.4392371021760026	3.4592265063728913	3	1640
time	30.0	30 min	3.4592265063728913	3.4792159105697804	2	1640
time	30.0	30 min	3.4792159105697804	3.4992053147666695	0	1640
time	30.0	30 min	3.4992053147666695	3.519194718963558	3	1640
time	30.0	30 min	3.519194718963558	3.539184123160447	2	1640
time	30.0	30 min	3.539184123160447	3.559173527357336	5	1640
time	30.0	30 min	3.559173527357336	3.579162931554225	5	1640
time	30.0	30 min	3.579162931554225	3.599152335751114	4	1640
time	30.0	30 min	3.599152335751114	3.619141739948003	7	1640
time	30.0	30 min	3.619141739948003	3.6391311441448915	3	1640
time	30.0	30 min	3.6391311441448915	3.6591205483417806	2	1640
time	30.0	30 min	3.6591205483417806	3.6791099525386697	4	1640
time	30.0	30 min	3.6791099525386697	3.699099356735559	3	1640
time	30.0	30 min	3.699099356735559	3.7190887609324474	11	1640
time	30.0	30 min	3.7190887609324474	3.739078165129336	13	1640
time	30.0	30 min	3.739078165129336	3.759067569326225	13	1640
time	30.0	30 min	3.759067569326225	3.7790569735231143	12	1640
time	30.0	30 min	3.7790569735231143	3.7990463777200034	9	1640
time	30.0	30 min	3.7990463777200034	3.819035781916892	9	1640
time	30.0	30 min	3.819035781916892	3.8390251861137807	13	1640
time	30.0	30 min	3.8390251861137807	3.85901459031067	3	1640
time	30.0	30 min	3.85901459031067	3.879003994507559	11	1640
time	30.0	30 min	3.879003994507559	3.898993398704448	5	1640
time	30.0	30 min	3.898993398704448	3.9189828029013367	5	1640
time	30.0	30 min	3.9189828029013367	3.9389722070982254	10	1640
time	30.0	30 min	3.9389722070982254	3.9589616112951145	1	1640
time	30.0	30 min	3.9589616112951145	3.9789510154920036	3	1640
time	30.0	30 min	3.9789510154920036	3.9989404196888922	2	1640
